TASK_CODE,ACTIVITY_CODE,DESCRIPTION
PA120,A102,Conducting prior art search and preparing summary memo
PA120,A105,Coordinating foreign filing instructions with foreign counsel
PA120,A104,Preparing and filing IDS in response to examiner citation
PA120,A105,Drafting patent claims in preparation for new filing
PA120,A103,Preparing certified copy request for priority documents
PA120,A103,Preparing and filing IDS in response to examiner citation
PA120,A105,Preparing certified copy request for priority documents
PA120,A104,Responding to restriction requirement and revising claim set
PA120,A107,Preparing certified copy request for priority documents
PA120,A106,Drafting response to USPTO Office Action for utility patent application
PA120,A104,Conducting prior art search and preparing summary memo
PA120,A106,Conducting prior art search and preparing summary memo
PA120,A106,Analyzing PCT search results and recommending filing strategy
PA120,A101,Conducting prior art search and preparing summary memo
PA120,A102,Preparing certified copy request for priority documents
PA120,A101,Preparing and filing IDS in response to examiner citation
PA120,A102,Analyzing PCT search results and recommending filing strategy
PA120,A103,Conducting prior art search and preparing summary memo
PA120,A103,Preparing certified copy request for priority documents
PA120,A105,Responding to restriction requirement and revising claim set
PA120,A106,Conducting prior art search and preparing summary memo
PA120,A102,Reviewing examiner interview summary and preparing client update
PA120,A105,Drafting preliminary amendment for continuation application
PA120,A105,Conducting prior art search and preparing summary memo
PA120,A101,Reviewing examiner interview summary and preparing client update
PA120,A103,Reviewing examiner interview summary and preparing client update
PA120,A102,Responding to restriction requirement and revising claim set
PA120,A103,Coordinating foreign filing instructions with foreign counsel
PA120,A104,Conducting prior art search and preparing summary memo
PA120,A103,Conducting prior art search and preparing summary memo
PA120,A101,Preparing certified copy request for priority documents
PA120,A107,Preparing and filing IDS in response to examiner citation
PA120,A102,Coordinating foreign filing instructions with foreign counsel
PA120,A102,Preparing certified copy request for priority documents
PA120,A107,Reviewing examiner interview summary and preparing client update
PA120,A105,Analyzing PCT search results and recommending filing strategy
PA120,A102,Reviewing examiner interview summary and preparing client update
PA120,A102,Analyzing PCT search results and recommending filing strategy
PA120,A107,Coordinating foreign filing instructions with foreign counsel
PA120,A107,Conducting prior art search and preparing summary memo
PA120,A106,Drafting patent claims in preparation for new filing
PA120,A106,Responding to restriction requirement and revising claim set
PA120,A101,Drafting preliminary amendment for continuation application
PA120,A107,Analyzing PCT search results and recommending filing strategy
PA120,A101,Preparing certified copy request for priority documents
PA120,A104,Preparing certified copy request for priority documents
PA120,A102,Conducting prior art search and preparing summary memo
PA120,A102,Reviewing examiner interview summary and preparing client update
PA130,A106,Reviewing examiner interview summary and preparing client update
PA130,A107,Conducting prior art search and preparing summary memo
PA130,A102,Reviewing examiner interview summary and preparing client update
PA130,A105,Preparing certified copy request for priority documents
PA130,A102,Drafting preliminary amendment for continuation application
PA130,A106,Coordinating foreign filing instructions with foreign counsel
PA130,A104,Drafting patent claims in preparation for new filing
PA130,A107,Reviewing examiner interview summary and preparing client update
PA130,A102,Conducting prior art search and preparing summary memo
PA130,A106,Drafting response to USPTO Office Action for utility patent application
PA130,A107,Drafting preliminary amendment for continuation application
PA130,A101,Drafting patent claims in preparation for new filing
PA130,A107,Responding to restriction requirement and revising claim set
PA130,A107,Conducting prior art search and preparing summary memo
PA130,A107,Drafting preliminary amendment for continuation application
PA130,A107,Coordinating foreign filing instructions with foreign counsel
PA130,A103,Preparing certified copy request for priority documents
PA130,A105,Preparing certified copy request for priority documents
PA130,A104,Coordinating foreign filing instructions with foreign counsel
PA130,A101,Drafting patent claims in preparation for new filing
PA130,A102,Drafting preliminary amendment for continuation application
PA130,A103,Coordinating foreign filing instructions with foreign counsel
PA130,A102,Reviewing examiner interview summary and preparing client update
PA130,A105,Responding to restriction requirement and revising claim set
PA130,A104,Coordinating foreign filing instructions with foreign counsel
PA130,A104,Analyzing PCT search results and recommending filing strategy
PA130,A104,Analyzing PCT search results and recommending filing strategy
PA130,A105,Preparing and filing IDS in response to examiner citation
PA130,A101,Conducting prior art search and preparing summary memo
PA130,A101,Responding to restriction requirement and revising claim set
PA130,A101,Drafting response to USPTO Office Action for utility patent application
PA130,A103,Preparing certified copy request for priority documents
