TASK_CODE,ACTIVITY_CODE,DESCRIPTION
L130,A107,Drafted initial complaint including claims for breach of contract and negligence.
L130,A105,Prepared trial binder including witness list and exhibit summaries.
L130,A106,Filed motion to compel discovery responses served on 06/07/2025.
L130,A107,Reviewed deposition transcript for key admissions; Drafted response and sent to client for review; Reviewed complaint filed by opposing counsel
L130,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A106,Reviewed case law on integrate web-enabled vortals for motion in limine argument.
L130,A102,Prepared trial binder including witness list and exhibit summaries.
L130,A101,Prepared response to motion for summary judgment filed on 04/07/2025.
L130,A105,Conducted legal research on relevant case law; Prepared document production for discovery; Drafted response and sent to client for review
L130,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L130,A103,Prepared response to motion for summary judgment filed on 05/05/2025.
L130,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L130,A107,Filed motion to compel discovery responses served on 06/02/2025.
L130,A104,Prepared trial binder including witness list and exhibit summaries.
L130,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L130,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A102,Attended settlement conference and presented damages analysis.
L130,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A105,Prepared response to motion for summary judgment filed on 04/19/2025.
L130,A106,Reviewed case law on scale front-end interfaces for motion in limine argument.
L130,A106,Drafted discovery responses and coordinated with client for document production.
L130,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L130,A102,Reviewed complaint filed by opposing counsel; Participated in internal strategy meeting; Prepared document production for discovery
L130,A103,Drafted initial complaint including claims for breach of contract and negligence.
L130,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L130,A105,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L130,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L130,A101,Drafted discovery responses and coordinated with client for document production.
L130,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L130,A105,Drafted discovery responses and coordinated with client for document production.
L130,A107,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A107,Prepared trial binder including witness list and exhibit summaries.
L130,A105,Drafted initial complaint including claims for breach of contract and negligence.
L130,A105,Prepared response to motion for summary judgment filed on 04/18/2025.
L130,A105,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Drafted response and sent to client for review
L130,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L130,A103,Drafted discovery responses and coordinated with client for document production.
L130,A103,Drafted response and sent to client for review; Participated in internal strategy meeting; Prepared document production for discovery
L130,A106,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L130,A104,Attended settlement conference and presented damages analysis.
L130,A101,Prepared trial binder including witness list and exhibit summaries.
L130,A102,Attended settlement conference and presented damages analysis.
L130,A103,Prepared trial binder including witness list and exhibit summaries.
L130,A107,Filed motion to compel discovery responses served on 05/28/2025.
L130,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L130,A106,Drafted discovery responses and coordinated with client for document production.
L130,A101,Drafted initial complaint including claims for breach of contract and negligence.
L140,A102,Reviewed case law on deliver vertical solutions for motion in limine argument.
L140,A103,Filed motion to compel discovery responses served on 05/05/2025.
L140,A104,Reviewed deposition transcript for key admissions; Conducted legal research on relevant case law; Prepared document production for discovery
L140,A105,Filed motion to compel discovery responses served on 06/12/2025.
L140,A105,Drafted discovery responses and coordinated with client for document production.
L140,A107,Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel; Participated in internal strategy meeting
L140,A106,Prepared response to motion for summary judgment filed on 04/06/2025.
L140,A102,Attended settlement conference and presented damages analysis.
L140,A105,Reviewed complaint filed by opposing counsel; Conducted legal research on relevant case law; Drafted response and sent to client for review
L140,A101,Reviewed case law on incentivize sticky technologies for motion in limine argument.
L140,A106,Participated in internal strategy meeting; Prepared document production for discovery; Drafted response and sent to client for review
L140,A102,Reviewed case law on envisioneer strategic e-tailers for motion in limine argument.
L140,A103,Drafted discovery responses and coordinated with client for document production.
L140,A105,Filed motion to compel discovery responses served on 05/14/2025.
L140,A105,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L140,A107,Attended settlement conference and presented damages analysis.
L140,A106,Filed motion to compel discovery responses served on 05/29/2025.
L140,A102,Drafted discovery responses and coordinated with client for document production.
L140,A106,Drafted discovery responses and coordinated with client for document production.
L140,A107,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L140,A106,Drafted discovery responses and coordinated with client for document production.
L140,A103,Drafted initial complaint including claims for breach of contract and negligence.
L140,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L140,A102,Filed motion to compel discovery responses served on 04/15/2025.
L140,A103,Attended settlement conference and presented damages analysis.
L140,A105,Conducted legal research on relevant case law; Prepared document production for discovery; Participated in internal strategy meeting
L140,A103,Prepared trial binder including witness list and exhibit summaries.
L140,A105,Filed motion to compel discovery responses served on 04/23/2025.
L140,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L140,A102,Prepared document production for discovery; Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions
